Name,State,Phone Number,Location,Full Address,Opening hours
McDonald's,"Allen, TX 75002",(972) 727-2701,https://www.google.com/maps?cid=3184598461857161322,"104 Central Expy S, Allen, TX 75002","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Seminole, TX 79360",(432) 758-2992,https://www.google.com/maps?cid=15377267440662076351,"1001 Hobbs Hwy, Seminole, TX 79360","Friday:[4AM-12AM], Saturday:[4AM-12AM], Sunday:[4AM-11PM], Monday:[4AM-11PM], Tuesday:[4AM-11PM], Wednesday:[4AM-11PM], Thursday:[4AM-11PM]"
McDonald's,"Sherman, TX 75090",(903) 893-5927,https://www.google.com/maps?cid=12892634366907097373,"2217 Texoma Pkwy N, Sherman, TX 75090","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Gilmer, TX 75644",(903) 843-5276,https://www.google.com/maps?cid=2503899733183100394,"1700 N Wood St, Gilmer, TX 75644","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[6AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Buffalo, TX 75831",(903) 322-1010,https://www.google.com/maps?cid=8554399321339305997,"441 S Craigs Drive, Buffalo, TX 75831","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Lake Jackson, TX 77566",(979) 299-3008,https://www.google.com/maps?cid=1107812690151112160,"118 TX-332 W, Lake Jackson, TX 77566","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Hearne, TX 77859",(979) 279-9877,https://www.google.com/maps?cid=17614786300529616949,"1425 N Market St, Hearne, TX 77859","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Santa Fe, TX 77510",(409) 925-1974,https://www.google.com/maps?cid=8281985152244767648,"12400 Hwy 6, Santa Fe, TX 77510","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Dallas, TX 75232",(214) 372-5981,https://www.google.com/maps?cid=1503088553772390734,"125 W Camp Wisdom Rd, Dallas, TX 75232","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Arlington, TX 76010",(817) 274-2755,https://www.google.com/maps?cid=18371304700495234521,"2575 E Arkansas Ln, Arlington, TX 76010","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Cedar Creek, TX 78612",(512) 247-9993,https://www.google.com/maps?cid=7486958583892311500,"2850 E Hwy 71 West, Cedar Creek, TX 78612","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Grand Prairie, TX 75052",(972) 641-7323,https://www.google.com/maps?cid=7257417367800783279,"3902 S Great SW Pkwy, Grand Prairie, TX 75052","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Comfort, TX 78013",(830) 995-5621,https://www.google.com/maps?cid=12512418367327391615,"43 US Hwy 87, Comfort, TX 78013","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Wills Point, TX 75169",(903) 873-2564,https://www.google.com/maps?cid=5784227766835526505,"136 E South Commerce St, Wills Point, TX 75169","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Hurst, TX 76053",(817) 284-4572,https://www.google.com/maps?cid=15087375089509068474,"1401 W Pipeline Rd, Hurst, TX 76053","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Snyder, TX 79549",(325) 574-2100,https://www.google.com/maps?cid=5035734153550260246,"3414 College Ave, Snyder, TX 79549","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"New Braunfels, TX 78132",(830) 620-1112,https://www.google.com/maps?cid=17160838574269450492,"1761 TX-46 W, New Braunfels, TX 78132","Friday:[6AM-12AM], Saturday:[6AM-12AM], Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM]"
McDonald's,"Bridgeport, TX 76426",(940) 683-0165,https://www.google.com/maps?cid=16228132514890863975,"501 US Hwy 380, Bridgeport, TX 76426","Friday:[4AM-1AM], Saturday:[4AM-1AM], Sunday:[4AM-12AM], Monday:[4AM-12AM], Tuesday:[4AM-12AM], Wednesday:[4AM-12AM], Thursday:[4AM-12AM]"
McDonald's,"Alpine, TX 79830",(432) 837-3640,https://www.google.com/maps?cid=2226096929596871615,"900 E Ave East, Alpine, TX 79830","Friday:[6AM-1AM], Saturday:[6AM-1AM], Sunday:[6AM-1AM], Monday:[6AM-1AM], Tuesday:[6AM-1AM], Wednesday:[6AM-1AM], Thursday:[6AM-1AM]"
McDonald's,"Fort Worth, TX 76112",(817) 451-9966,https://www.google.com/maps?cid=16309061805652674926,"2250 E Loop 820, Fort Worth, TX 76112","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Pantego, TX 76013",(817) 261-3748,https://www.google.com/maps?cid=14819826562838240087,"2422 W Pioneer Pkwy, Pantego, TX 76013","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Converse, TX 78109",(210) 659-7513,https://www.google.com/maps?cid=10249854153197747432,"7975 Kitty Hawk Rd, Converse, TX 78109","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Breckenridge, TX 76424",(254) 559-3313,https://www.google.com/maps?cid=12481863764105071889,"3726 W Walker St, Breckenridge, TX 76424","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Big Spring, TX 79720",(432) 264-7730,https://www.google.com/maps?cid=7631907614317915359,"2600 S Gregg St, Big Spring, TX 79720","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Haltom City, TX 76117",(817) 222-9009,https://www.google.com/maps?cid=5904192070613205135,"5641 E Belknap St, Haltom City, TX 76117","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Hallsville, TX 75650",(903) 668-4650,https://www.google.com/maps?cid=2521099077593771529,"404 W Main St, Hallsville, TX 75650","Friday:[6AM-11PM], Saturday:[6AM-11PM], Sunday:[7AM-10PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM]"
McDonald's,"Cedar Hill, TX 75104",(972) 291-7881,https://www.google.com/maps?cid=10633146440894609911,"201 FM1382, Cedar Hill, TX 75104","Friday:[5AM-11PM], Saturday:[6AM-11PM], Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Alvarado, TX 76009",(817) 790-5721,https://www.google.com/maps?cid=15701662355647994632,"1200 Hwy 67 W, Alvarado, TX 76009","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Robinson, TX 76706",(254) 662-9565,https://www.google.com/maps?cid=888835218609509211,"7961 I-35, Robinson, TX 76706","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Three Rivers, TX 78071",(361) 786-1020,https://www.google.com/maps?cid=2645302163979447951,"2645 Hwy 37 S, Three Rivers, TX 78071","Friday:[5AM-12AM], Saturday:[Open 24 hours], Sunday:[4AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Irving, TX 75062",(972) 986-0131,https://www.google.com/maps?cid=1416660812944739331,"4202 W Airport Fwy, Irving, TX 75062","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Plano, TX 75023",(972) 618-8925,https://www.google.com/maps?cid=2533656472636821028,"3957 Legacy Dr, Plano, TX 75023","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Houston, TX 77056",(713) 960-1733,https://www.google.com/maps?cid=1962938444966044390,"1405 Post Oak Blvd, Houston, TX 77056","Friday:[4AM-11PM], Saturday:[4AM-11PM], Sunday:[4AM-11PM], Monday:[4AM-11PM], Tuesday:[4AM-11PM], Wednesday:[4AM-11PM], Thursday:[4AM-11PM]"
McDonald's,"Kermit, TX 79745",(432) 586-2735,https://www.google.com/maps?cid=5180093038294224432,"902 TX-302, Kermit, TX 79745","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Longview, TX 75602",,https://www.google.com/maps?cid=94877151739217021,"3118 Estes Pkwy, Longview, TX 75602","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[6AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Plano, TX 75075",(972) 758-0282,https://www.google.com/maps?cid=2346255660545165117,"216 Coit Rd, Plano, TX 75075","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Plano, TX 75023",(972) 517-7095,https://www.google.com/maps?cid=9856292964531322364,"701 W Spring Creek Pkwy, Plano, TX 75023","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Farmers Branch, TX 75234",(972) 458-1952,https://www.google.com/maps?cid=10654160212171265365,"13950 Midway Rd, Farmers Branch, TX 75234","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[5AM-1AM], Monday:[5AM-1AM], Tuesday:[5AM-1AM], Wednesday:[5AM-1AM], Thursday:[5AM-1AM]"
McDonald's,"Baytown, TX 77520",(281) 576-5977,https://www.google.com/maps?cid=12405511348880397098,"8910 N Hwy 146, Baytown, TX 77520","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Big Spring, TX 79720",(432) 264-7552,https://www.google.com/maps?cid=17144209959863691739,"706 I-20, Big Spring, TX 79720","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"San Angelo, TX 76901",(325) 949-7787,https://www.google.com/maps?cid=4199530412959187055,"4330 Southwest Blvd, San Angelo, TX 76901","Friday:[4AM-2AM], Saturday:[4AM-2AM], Sunday:[4AM-1AM], Monday:[4AM-1AM], Tuesday:[4AM-1AM], Wednesday:[4AM-1AM], Thursday:[4AM-1AM]"
McDonald's,"Fort Worth, TX 76135",(817) 237-7245,https://www.google.com/maps?cid=1392736191782225270,"6356 Jacksboro Hwy, Fort Worth, TX 76135","Friday:[5AM-12AM], Saturday:[Open 24 hours], Sunday:[4AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Fredericksburg, TX 78624",(830) 997-7600,https://www.google.com/maps?cid=7223012715521876010,"611 E Main St, Fredericksburg, TX 78624","Friday:[6AM-10PM], Saturday:[6AM-10PM], Sunday:[6AM-10PM], Monday:[6AM-10PM], Tuesday:[6AM-10PM], Wednesday:[6AM-10PM], Thursday:[6AM-10PM]"
McDonald's,"Stephenville, TX 76401",(254) 965-8928,https://www.google.com/maps?cid=2468324710807805096,"2819 W Washington St, Stephenville, TX 76401","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Plano, TX 75074",(972) 633-5135,https://www.google.com/maps?cid=11020367462358536574,"605 E 15th St, Plano, TX 75074","Friday:[5AM-4AM], Saturday:[5AM-4AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Canton, TX 75103",(903) 567-5517,https://www.google.com/maps?cid=9638891505279270029,"2254 N Trade Days Blvd, Canton, TX 75103","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Austin, TX 78735",(512) 288-0805,https://www.google.com/maps?cid=10538630837280711675,"7010 State Hwy 71, Austin, TX 78735","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[5AM-1AM], Monday:[5AM-1AM], Tuesday:[5AM-1AM], Wednesday:[5AM-1AM], Thursday:[5AM-12AM]"
McDonald's,"Temple, TX 76502",(254) 771-2889,https://www.google.com/maps?cid=7248053262631901167,"3403 S 31st St, Temple, TX 76502","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Dallas, TX 75240",(972) 233-5952,https://www.google.com/maps?cid=11370982946251161541,"13105 Montfort Dr, Dallas, TX 75240","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[5AM-12AM], Monday:[Open 24 hours], Tuesday:[5AM-1AM], Wednesday:[5AM-1AM], Thursday:[5AM-1AM]"
McDonald's,"Round Rock, TX 78664",(512) 238-7508,https://www.google.com/maps?cid=808415606557561331,"2401 N I H 35, Round Rock, TX 78664","Friday:[6AM-12AM], Saturday:[6AM-12AM], Sunday:[6AM-12AM], Monday:[6AM-12AM], Tuesday:[6AM-12AM], Wednesday:[6AM-12AM], Thursday:[6AM-12AM]"
McDonald's,"Austin, TX 78717",(512) 248-2322,https://www.google.com/maps?cid=7597463651116134702,"10525 W Parmer Ln, Austin, TX 78717","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-11PM]"
McDonald's,"Dallas, TX 75230",(214) 373-0794,https://www.google.com/maps?cid=3408830219476563636,"10720 Preston Rd, Dallas, TX 75230","Friday:[8AM-7PM], Saturday:[8AM-7PM], Sunday:[8AM-7PM], Monday:[8AM-7PM], Tuesday:[8AM-7PM], Wednesday:[8AM-7PM], Thursday:[8AM-7PM]"
McDonald's,"Saginaw, TX 76106",(817) 625-6441,https://www.google.com/maps?cid=13411466465978885702,"5321 Blue Mound Rd, Saginaw, TX 76106","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Mt Vernon, TX 75457",(903) 588-3200,https://www.google.com/maps?cid=15270704037363360180,"906 TX-37, Mt Vernon, TX 75457","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Frisco, TX 75034",(214) 705-0935,https://www.google.com/maps?cid=2960638246058763164,"5615 W Eldorado Pkwy, Frisco, TX 75034","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[5AM-1AM], Monday:[5AM-1AM], Tuesday:[5AM-1AM], Wednesday:[5AM-1AM], Thursday:[5AM-1AM]"
McDonald's,"Richmond, TX 77406",(281) 239-2226,https://www.google.com/maps?cid=12428792014526242614,"5660 W Grand Pkwy S, Richmond, TX 77406","Friday:[7AM-11PM], Saturday:[7AM-11PM], Sunday:[7AM-10PM], Monday:[7AM-10PM], Tuesday:[7AM-11PM], Wednesday:[7AM-11PM], Thursday:[7AM-11PM]"
McDonald's,"Coppell, TX 75019",(972) 462-7881,https://www.google.com/maps?cid=7939071680760239468,"125 S Denton Tap Rd, Coppell, TX 75019","Friday:[5AM-12AM], Saturday:[6AM-12AM], Sunday:[6AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Woodville, TX 75979",(409) 283-5855,https://www.google.com/maps?cid=4146241954026919445,"1100 S Magnolia St, Woodville, TX 75979","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Bonham, TX 75418",(903) 640-1800,https://www.google.com/maps?cid=7463621805919356468,"2241 N Center St, Bonham, TX 75418","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Fort Worth, TX 76106",(817) 624-2976,https://www.google.com/maps?cid=15476825060514058835,"2248 Jacksboro Hwy, Fort Worth, TX 76106","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[6AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Arlington, TX 76012",(817) 795-3791,https://www.google.com/maps?cid=16477683707991798457,"1704 W Randol Mill Rd, Arlington, TX 76012","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Weatherford, TX 76086",(817) 594-6215,https://www.google.com/maps?cid=7540920004589235231,"2407 S Main St, Weatherford, TX 76086","Friday:[5AM-3AM], Saturday:[5AM-3AM], Sunday:[5AM-3AM], Monday:[5AM-3AM], Tuesday:[5AM-3AM], Wednesday:[5AM-3AM], Thursday:[5AM-3AM]"
McDonald's,"Pflugerville, TX 78660",(512) 989-2411,https://www.google.com/maps?cid=13381304656352974319,"1517 Farm to Market 685, Pflugerville, TX 78660","Friday:[6AM-1AM], Saturday:[6AM-1AM], Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM]"
McDonald's,"Round Rock, TX 78664",(512) 255-2451,https://www.google.com/maps?cid=8259958920776543381,"310 N Interstate Hwy 35, Round Rock, TX 78664","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Andrews, TX 79714",(432) 524-2200,https://www.google.com/maps?cid=13660683641300077171,"1201 S Main St, Andrews, TX 79714","Friday:[5AM-12AM], Saturday:[Open 24 hours], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Sachse, TX 75048",(972) 530-6234,https://www.google.com/maps?cid=8402175650574175422,"5230 S State Hwy 78, Sachse, TX 75048","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Plano, TX 75075",(972) 423-6443,https://www.google.com/maps?cid=14377238605885964251,"2100 W 15th St, Plano, TX 75075","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Dallas, TX 75209",(214) 350-7731,https://www.google.com/maps?cid=10790648766185109155,"5722 W Lovers Ln, Dallas, TX 75209","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[4AM-11PM], Monday:[4AM-11PM], Tuesday:[4AM-11PM], Wednesday:[4AM-11PM], Thursday:[4AM-11PM]"
McDonald's,"Plano, TX 75093",(972) 473-8683,https://www.google.com/maps?cid=12494678367653605494,"6001 W Parker Rd, Plano, TX 75093","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
